,DEPTH,GR,Rt,RHOB,NPHI,Porosity_Density,Vshale,Porosity_Gaymard,Effective_Porosity,Formation_Factor,Rt_Ashale,Ro,Ish,Sw
75,2115.375,34.896,41.754,2483.396,0.08206,0.13251695906432737,0.15537349397590364,0.1102147631664121,0.09309031032551993,91.00840261461597,73.16890237245516,91.00840261461597,0.8039796356199775,1.0
76,2115.5,35.488,41.949,2489.371,0.08221,0.12902280701754382,0.16250602409638554,0.10817894626655954,0.09059921581784441,95.82163271105293,75.98966288545209,95.82163271105293,0.7930324367838366,1.0
77,2115.625,38.077,41.662,2496.044,0.08552,0.12512046783625738,0.19369879518072286,0.1071652972551374,0.08640750829163327,104.84607689656998,86.6219508582609,104.84607689656998,0.8261820892327038,1.0
78,2115.75,42.24,40.882,2504.708,0.09292,0.1200538011695906,0.243855421686747,0.1073476631680159,0.0811703534990925,118.07144248282344,107.80177968197724,118.07144248282344,0.9130216199201582,1.0
79,2115.875,47.16,39.592,2512.786,0.10562,0.11532982456140348,0.3031325301204819,0.11058153741326829,0.07706067619257154,130.3219742442765,142.06443916758292,130.3219742442765,1.090103491689715,0.955608802861608
80,2116.0,52.224,37.924,2514.3520000000003,0.12289000000000001,0.11441403508771911,0.364144578313253,0.11872767900757983,0.07549363840125341,135.50968084797466,192.70030680547657,135.50968084797466,1.4220408874083528,0.8308448953900094
81,2116.125,55.593,36.147,2509.821,0.14135,0.11706374269005854,0.4047349397590362,0.12977623502129393,0.077251258357796,129.71178366577726,226.1589849380109,129.71178366577726,1.7435500349046542,0.746327175051897
82,2116.25,57.022,34.521,2503.356,0.15593,0.12084444444444431,0.4219518072289156,0.1394947035788212,0.0806346613048757,119.56625988406311,219.80903184952797,119.56625988406311,1.838386782882268,0.7258095696854259
83,2116.375,57.472,33.245,2502.905,0.16159,0.1211081871345028,0.42737349397590363,0.14279096801094557,0.08176589310390628,116.44285601766705,200.47430554973155,116.44285601766705,1.721653971792954,0.7513079143832231
84,2116.5,57.07899999999999,32.498000000000005,2512.3779999999997,0.158,0.11556842105263175,0.4226385542168674,0.1384197600499986,0.0799182327874215,121.61099545527313,179.68481590787337,121.61099545527313,1.47753757984786,0.8142714199598688
85,2116.625,55.703,32.379,2526.317,0.14872,0.10741695906432748,0.40606024096385546,0.12972286131331556,0.07704756498990985,130.36411362212263,159.11918802966548,130.36411362212263,1.2205750770560462,0.9004088147624899
86,2116.75,54.422,32.811,2534.4629999999997,0.13864,0.10265321637426916,0.3906265060240964,0.12198100760360715,0.07433199280211136,139.56162748159576,149.9169516513139,139.56162748159576,1.074198935313245,0.9630295697768654
87,2116.875,52.455,33.59,2532.8579999999997,0.12843,0.10359181286549723,0.3669277108433735,0.11667375153126815,0.07386291896639138,141.25040893673702,138.2655775956104,141.25040893673702,0.9788685118606386,1.0
88,2117.0,49.257,34.496,2521.841,0.11750999999999999,0.11003450292397667,0.3283975903614458,0.1138336328457601,0.07645094211712296,132.30388614280645,118.4642792801552,132.30388614280645,0.8953953110061104,1.0
89,2117.125,45.248999999999995,35.408,2509.234,0.10540999999999999,0.1174070175438597,0.2801084337349397,0.11156987915325574,0.08031821505164076,120.46289833332648,97.57106258302635,120.46289833332648,0.8099677488502945,1.0
90,2117.25,41.153,36.273,2498.6479999999997,0.09459,0.12359766081871364,0.2307590361445783,0.11005373655596111,0.08465784238419818,109.00146328335126,81.09300560931507,109.00146328335126,0.7439625411129789,1.0
91,2117.375,37.991,37.163000000000004,2490.073,0.08755,0.12861228070175446,0.19266265060240964,0.1100139110460738,0.08881833934079951,99.5050144899163,71.69981868759977,99.5050144899163,0.7205648786158986,1.0
92,2117.5,36.809,38.158,2486.453,0.08533999999999999,0.1307292397660819,0.1784216867469879,0.11039259424847693,0.09069616137828784,95.62712033887985,70.41465548132834,95.62712033887985,0.7363460829082324,1.0
93,2117.625,37.088,39.274,2486.516,0.087,0.13069239766081867,0.1817831325301205,0.11101689692639936,0.09083589763934498,95.3478109564998,74.64553057593251,95.3478109564998,0.7828761859041293,1.0
94,2117.75,37.234,40.351,2488.419,0.09022999999999999,0.12957953216374277,0.18354216867469883,0.11165193248612951,0.09115909466090423,94.70654505280636,78.48571963669448,94.70654505280636,0.8287254021665822,1.0
95,2117.875,36.382,41.128,2487.1220000000003,0.09158,0.13033801169590625,0.17327710843373492,0.11263856731342554,0.09312088207123656,90.9516423928132,77.28805288721267,90.9516423928132,0.8497708326520534,1.0
96,2118.0,35.339,41.364,2482.5,0.09071,0.13304093567251463,0.16071084337349395,0.11385999004175737,0.09556145501564892,86.58900875604972,73.82152082498551,86.58900875604972,0.8525507092125918,1.0
97,2118.125,35.27,41.071000000000005,2475.138,0.08997999999999999,0.1373461988304094,0.1598795180722892,0.11610421769505695,0.0975415313238111,83.27982773661633,72.78328704019319,83.27982773661633,0.8739605858741704,1.0
98,2118.25,36.77,40.405,2470.101,0.08994999999999999,0.14029181286549702,0.1779518072289157,0.11784056020124742,0.0968706195485676,84.37913191168961,76.74030809844542,84.37913191168961,0.9094702251590013,1.0
99,2118.375,39.196999999999996,39.571999999999996,2470.469,0.09093,0.14007660818713447,0.20719277108433728,0.11808835899700695,0.09362130466361505,90.03017430499136,84.59267808395101,90.03017430499136,0.9396036244179649,1.0
100,2118.5,41.176,38.701,2477.451,0.0929,0.13599356725146197,0.23103614457831328,0.11645741782681322,0.08955154500456056,97.96278929748378,91.02136641550018,97.96278929748378,0.9291422495034868,1.0
101,2118.625,41.825,37.848,2485.8070000000002,0.09434,0.1311070175438595,0.23885542168674703,0.1142127086826284,0.08693238398825359,103.64658078699333,90.74091275744978,103.64658078699333,0.8754838998879634,1.0
102,2118.75,41.456,37.008,2493.678,0.09455,0.12650409356725154,0.2344096385542169,0.11167584382773191,0.0854979496408361,106.97546187147869,85.36742205424906,106.97546187147869,0.7980093804765271,1.0
103,2118.875,41.155,36.184,2499.02,0.09416000000000001,0.12338011695906434,0.2307831325301205,0.10974688802155713,0.08441915741850982,109.58776631391628,80.76000438175969,109.58776631391628,0.7369436123957586,1.0
104,2119.0,42.729,35.317,2501.506,0.09317,0.12192631578947377,0.24974698795180722,0.10850501228513473,0.08140621228924849,117.42232047137028,84.21248093178892,117.42232047137028,0.7171760921921269,1.0
105,2119.125,46.492,34.371,2501.998,0.09171,0.12163859649122805,0.29508433734939754,0.10771878261555827,0.07593265702736246,134.02495368980527,98.92620155346616,134.02495368980527,0.7381177820245803,1.0
106,2119.25,51.538999999999994,33.417,2502.799,0.09205999999999999,0.1211701754385965,0.3558915662650602,0.1076040310950762,0.0693086639322153,159.40564565237023,127.98795702060768,159.40564565237023,0.8029073029177534,1.0
107,2119.375,56.476000000000006,32.532,2506.969,0.09585,0.1187315789473684,0.4153734939759037,0.10789905082839046,0.06308064508911829,190.6326831864989,171.55907943170368,190.6326831864989,0.8999457835037908,1.0
108,2119.5,59.313,31.736,2520.277,0.10218999999999999,0.11094912280701752,0.44955421686746994,0.10665951423020512,0.058710279838980486,218.49581054951082,201.13593976858903,218.49581054951082,0.9205482670937158,1.0
109,2119.625,58.871,31.052,2539.3289999999997,0.10853,0.09980760233918144,0.4442289156626506,0.10426005559344427,0.057944724150240844,224.01318999514152,180.06345991361715,224.01318999514152,0.8038074004371012,1.0
110,2119.75,56.457,30.489,2552.3520000000003,0.11155999999999999,0.0921918128654969,0.415144578313253,0.10233514537886483,0.059851264603930546,210.64961558539167,141.9944654911056,210.64961558539167,0.674078920564395,1.0
111,2119.875,53.28,30.026,2552.343,0.10936,0.0921970760233919,0.3768674698795181,0.10114324106746606,0.06302564371095597,190.94889475571972,110.97326606939978,190.94889475571972,0.5811673652857091,1.0
112,2120.0,50.724,29.644000000000002,2540.136,0.10456,0.0993356725146199,0.34607228915662647,0.10198129591727056,0.06668839538802142,171.51594129317766,93.07478496789892,171.51594129317766,0.5426596750491153,1.0
